FishnetID,GPSTime,FishIdOri,popularClass
0,-1.0,379,-1.0
0,-1.0,380,-1.0
0,-1.0,381,-1.0
0,-1.0,382,-1.0
0,-1.0,383,-1.0
0,-1.0,384,-1.0
0,-1.0,385,-1.0
0,-1.0,386,-1.0
0,-1.0,387,-1.0
0,-1.0,388,-1.0
0,-1.0,389,-1.0
0,-1.0,390,-1.0
0,-1.0,391,-1.0
0,-1.0,392,-1.0
0,-1.0,393,-1.0
0,-1.0,394,-1.0
0,-1.0,395,-1.0
0,-1.0,396,-1.0
0,-1.0,397,-1.0
0,-1.0,398,-1.0
0,-1.0,399,-1.0
0,-1.0,400,-1.0
0,-1.0,401,-1.0
0,-1.0,402,-1.0
0,-1.0,403,-1.0
0,-1.0,404,-1.0
0,-1.0,405,-1.0
0,-1.0,406,-1.0
0,-1.0,407,-1.0
0,-1.0,408,-1.0
0,-1.0,409,-1.0
0,-1.0,410,-1.0
0,-1.0,411,-1.0
0,-1.0,412,-1.0
0,-1.0,413,-1.0
0,-1.0,414,-1.0
0,-1.0,415,-1.0
0,-1.0,416,-1.0
0,-1.0,417,-1.0
0,-1.0,418,-1.0
0,-1.0,419,-1.0
0,-1.0,420,-1.0
813,0.0,421,0.0
0,-1.0,422,-1.0
0,-1.0,423,-1.0
2157,0.0,424,0.0
1589,0.0,425,0.0
0,-1.0,426,-1.0
0,-1.0,427,-1.0
0,-1.0,428,-1.0
574,16.0,429,4.0
1111,3043.0,430,15.0
475,4563.0,431,16.0
720,79.0,432,7.0
3013,22.0,433,4.0
1542,52.0,434,6.0
1920,62.0,435,6.0
2128,412.0,436,10.0
1892,4823.0,437,16.0
1158,548.0,438,11.0
2708,8207.0,439,17.0
1655,44.0,440,6.0
209,162.0,441,8.0
1740,40.0,442,5.0
2316,0.0,443,0.0
0,-1.0,444,-1.0
0,-1.0,445,-1.0
0,-1.0,446,-1.0
0,-1.0,447,-1.0
0,-1.0,448,-1.0
0,-1.0,449,-1.0
0,-1.0,450,-1.0
0,-1.0,451,-1.0
0,-1.0,452,-1.0
0,-1.0,453,-1.0
0,-1.0,454,-1.0
0,-1.0,455,-1.0
0,-1.0,456,-1.0
0,-1.0,457,-1.0
0,-1.0,458,-1.0
0,-1.0,459,-1.0
0,-1.0,460,-1.0
0,-1.0,461,-1.0
0,-1.0,462,-1.0
0,-1.0,463,-1.0
0,-1.0,464,-1.0
0,-1.0,465,-1.0
0,-1.0,466,-1.0
0,-1.0,467,-1.0
0,-1.0,468,-1.0
0,-1.0,469,-1.0
0,-1.0,470,-1.0
0,-1.0,471,-1.0
0,-1.0,472,-1.0
0,-1.0,473,-1.0
0,-1.0,474,-1.0
0,-1.0,475,-1.0
0,-1.0,476,-1.0
0,-1.0,477,-1.0
0,-1.0,478,-1.0
0,-1.0,479,-1.0
0,-1.0,480,-1.0
0,-1.0,481,-1.0
0,-1.0,482,-1.0
0,-1.0,483,-1.0
0,-1.0,484,-1.0
0,-1.0,485,-1.0
0,-1.0,486,-1.0
0,-1.0,487,-1.0
0,-1.0,488,-1.0
0,-1.0,489,-1.0
0,-1.0,490,-1.0
0,-1.0,491,-1.0
0,-1.0,492,-1.0
0,-1.0,493,-1.0
0,-1.0,494,-1.0
0,-1.0,495,-1.0
0,-1.0,496,-1.0
0,-1.0,497,-1.0
0,-1.0,498,-1.0
0,-1.0,499,-1.0
106,0.0,500,0.0
224,5.0,501,3.0
384,79.0,502,7.0
1178,33.0,503,5.0
3029,25.0,504,5.0
3296,51.0,505,6.0
1065,1712.0,506,14.0
2101,48.0,507,6.0
2848,78.0,508,7.0
51,52.0,509,6.0
2475,164.0,510,8.0
2044,189.0,511,9.0
1102,58.0,512,6.0
409,78.0,513,7.0
1099,60.0,514,6.0
1673,211.0,515,9.0
1366,593.0,516,11.0
1760,137.0,517,8.0
1463,398.0,518,10.0
3397,16.0,519,4.0
676,23.0,520,5.0
3141,0.0,521,0.0
3106,23.0,522,5.0
1132,104.0,523,7.0
1187,10.0,524,4.0
0,-1.0,525,-1.0
0,-1.0,526,-1.0
0,-1.0,527,-1.0
0,-1.0,528,-1.0
0,-1.0,529,-1.0
0,-1.0,530,-1.0
0,-1.0,531,-1.0
0,-1.0,532,-1.0
0,-1.0,533,-1.0
0,-1.0,534,-1.0
0,-1.0,535,-1.0
0,-1.0,536,-1.0
0,-1.0,537,-1.0
0,-1.0,538,-1.0
0,-1.0,539,-1.0
0,-1.0,540,-1.0
0,-1.0,541,-1.0
0,-1.0,542,-1.0
0,-1.0,543,-1.0
0,-1.0,544,-1.0
0,-1.0,545,-1.0
0,-1.0,546,-1.0
0,-1.0,547,-1.0
0,-1.0,548,-1.0
0,-1.0,549,-1.0
0,-1.0,550,-1.0
0,-1.0,551,-1.0
0,-1.0,552,-1.0
0,-1.0,553,-1.0
0,-1.0,554,-1.0
0,-1.0,555,-1.0
0,-1.0,556,-1.0
0,-1.0,557,-1.0
0,-1.0,558,-1.0
0,-1.0,559,-1.0
0,-1.0,560,-1.0
0,-1.0,561,-1.0
0,-1.0,562,-1.0
0,-1.0,563,-1.0
0,-1.0,564,-1.0
0,-1.0,565,-1.0
0,-1.0,566,-1.0
0,-1.0,567,-1.0
0,-1.0,568,-1.0
0,-1.0,569,-1.0
0,-1.0,570,-1.0
0,-1.0,571,-1.0
0,-1.0,572,-1.0
0,-1.0,573,-1.0
0,-1.0,574,-1.0
0,-1.0,575,-1.0
0,-1.0,576,-1.0
0,-1.0,577,-1.0
0,-1.0,578,-1.0
0,-1.0,579,-1.0
1377,0.0,580,0.0
404,6.0,581,3.0
3012,69.0,582,6.0
2719,595.0,583,11.0
1922,1.0,584,2.0
2629,79.0,585,7.0
1345,32.0,586,5.0
2746,30.0,587,5.0
464,48.0,588,6.0
3038,62.0,589,6.0
862,154.0,590,8.0
542,76.0,591,7.0
1506,123.0,592,8.0
3195,5234.0,593,16.0
161,480.0,594,11.0
2667,263.0,595,9.0
2759,209.0,596,9.0
3307,1545.0,597,13.0
905,738.0,598,12.0
1609,246.0,599,9.0
2258,2722.0,600,14.0
1592,610.0,601,11.0
441,11245.0,602,17.0
2344,871.0,603,12.0
2088,173.0,604,8.0
2166,26.0,605,5.0
3408,0.0,606,0.0
0,-1.0,607,-1.0
0,-1.0,608,-1.0
0,-1.0,609,-1.0
0,-1.0,610,-1.0
0,-1.0,611,-1.0
0,-1.0,612,-1.0
0,-1.0,613,-1.0
0,-1.0,614,-1.0
0,-1.0,615,-1.0
0,-1.0,616,-1.0
0,-1.0,617,-1.0
0,-1.0,618,-1.0
0,-1.0,619,-1.0
0,-1.0,620,-1.0
0,-1.0,621,-1.0
0,-1.0,622,-1.0
0,-1.0,623,-1.0
0,-1.0,624,-1.0
0,-1.0,625,-1.0
0,-1.0,626,-1.0
0,-1.0,627,-1.0
0,-1.0,628,-1.0
0,-1.0,629,-1.0
0,-1.0,630,-1.0
0,-1.0,631,-1.0
0,-1.0,632,-1.0
0,-1.0,633,-1.0
0,-1.0,634,-1.0
0,-1.0,635,-1.0
0,-1.0,636,-1.0
0,-1.0,637,-1.0
0,-1.0,638,-1.0
0,-1.0,639,-1.0
0,-1.0,640,-1.0
0,-1.0,641,-1.0
0,-1.0,642,-1.0
0,-1.0,643,-1.0
0,-1.0,644,-1.0
0,-1.0,645,-1.0
0,-1.0,646,-1.0
0,-1.0,647,-1.0
0,-1.0,648,-1.0
0,-1.0,649,-1.0
0,-1.0,650,-1.0
0,-1.0,651,-1.0
0,-1.0,652,-1.0
0,-1.0,653,-1.0
0,-1.0,654,-1.0
0,-1.0,655,-1.0
0,-1.0,656,-1.0
0,-1.0,657,-1.0
0,-1.0,658,-1.0
0,-1.0,659,-1.0
1557,0.0,660,0.0
143,8.0,661,3.0
924,598.0,662,11.0
893,0.0,663,0.0
174,0.0,664,0.0
2111,67.0,665,6.0
3006,60.0,666,6.0
1732,0.0,667,0.0
467,3847.0,668,15.0
52,69.0,669,6.0
2123,32.0,670,5.0
1104,264.0,671,9.0
2201,110.0,672,7.0
3377,3068.0,673,15.0
1292,86.0,674,7.0
2405,5.0,675,3.0
2919,68.0,676,6.0
2312,127.0,677,8.0
1994,2742.0,678,14.0
1708,2379.0,679,14.0
2449,20.0,680,4.0
1986,72.0,681,6.0
2846,93.0,682,7.0
1561,4060.0,683,15.0
957,230.0,684,9.0
2855,34.0,685,5.0
484,119.0,686,7.0
3115,321.0,687,10.0
3320,0.0,688,0.0
48,2.0,689,2.0
0,-1.0,690,-1.0
0,-1.0,691,-1.0
0,-1.0,692,-1.0
0,-1.0,693,-1.0
0,-1.0,694,-1.0
0,-1.0,695,-1.0
0,-1.0,696,-1.0
0,-1.0,697,-1.0
0,-1.0,698,-1.0
0,-1.0,699,-1.0
0,-1.0,700,-1.0
0,-1.0,701,-1.0
0,-1.0,702,-1.0
0,-1.0,703,-1.0
0,-1.0,704,-1.0
0,-1.0,705,-1.0
0,-1.0,706,-1.0
0,-1.0,707,-1.0
0,-1.0,708,-1.0
0,-1.0,709,-1.0
0,-1.0,710,-1.0
0,-1.0,711,-1.0
0,-1.0,712,-1.0
0,-1.0,713,-1.0
0,-1.0,714,-1.0
0,-1.0,715,-1.0
0,-1.0,716,-1.0
0,-1.0,717,-1.0
0,-1.0,718,-1.0
0,-1.0,719,-1.0
0,-1.0,720,-1.0
0,-1.0,721,-1.0
0,-1.0,722,-1.0
0,-1.0,723,-1.0
0,-1.0,724,-1.0
0,-1.0,725,-1.0
0,-1.0,726,-1.0
0,-1.0,727,-1.0
0,-1.0,728,-1.0
0,-1.0,729,-1.0
3101,1.0,730,2.0
3215,3.0,731,3.0
1314,0.0,732,0.0
923,0.0,733,0.0
1543,7.0,734,3.0
3353,4.0,735,3.0
0,-1.0,736,-1.0
0,-1.0,737,-1.0
0,-1.0,738,-1.0
0,-1.0,739,-1.0
0,-1.0,740,-1.0
737,1389.0,741,13.0
1420,1353.0,742,13.0
2403,54.0,743,6.0
459,509.0,744,11.0
1525,780.0,745,12.0
1987,312.0,746,10.0
2859,96.0,747,7.0
1652,998.0,748,13.0
2983,2093.0,749,14.0
1315,254.0,750,9.0
3020,204.0,751,9.0
992,51.0,752,6.0
3047,182.0,753,8.0
1595,69.0,754,6.0
2734,69.0,755,6.0
3097,468.0,756,11.0
695,206.0,757,9.0
1644,354.0,758,10.0
2731,106.0,759,7.0
1945,8.0,760,3.0
2489,2.0,761,2.0
1508,4.0,762,3.0
2223,1572.0,763,13.0
3135,136.0,764,8.0
2909,67.0,765,6.0
1665,48.0,766,6.0
1083,242.0,767,9.0
2160,27.0,768,5.0
710,22.0,769,4.0
1320,117.0,770,7.0
818,8.0,771,3.0
0,-1.0,772,-1.0
0,-1.0,773,-1.0
0,-1.0,774,-1.0
0,-1.0,775,-1.0
0,-1.0,776,-1.0
0,-1.0,777,-1.0
0,-1.0,778,-1.0
0,-1.0,779,-1.0
0,-1.0,780,-1.0
0,-1.0,781,-1.0
0,-1.0,782,-1.0
0,-1.0,783,-1.0
0,-1.0,784,-1.0
0,-1.0,785,-1.0
0,-1.0,786,-1.0
0,-1.0,787,-1.0
0,-1.0,788,-1.0
0,-1.0,789,-1.0
0,-1.0,790,-1.0
0,-1.0,791,-1.0
0,-1.0,792,-1.0
0,-1.0,793,-1.0
0,-1.0,794,-1.0
0,-1.0,795,-1.0
0,-1.0,796,-1.0
0,-1.0,797,-1.0
0,-1.0,798,-1.0
0,-1.0,799,-1.0
0,-1.0,800,-1.0
0,-1.0,801,-1.0
0,-1.0,802,-1.0
0,-1.0,803,-1.0
0,-1.0,804,-1.0
0,-1.0,805,-1.0
0,-1.0,806,-1.0
0,-1.0,807,-1.0
0,-1.0,808,-1.0
0,-1.0,809,-1.0
2668,0.0,810,0.0
6,1.0,811,2.0
1069,11.0,812,4.0
2582,17.0,813,4.0
270,3916.0,814,15.0
285,30.0,815,5.0
2730,0.0,816,0.0
1935,0.0,817,0.0
1836,1.0,818,2.0
0,-1.0,819,-1.0
408,0.0,820,0.0
3403,0.0,821,0.0
2018,3770.0,822,15.0
1275,33.0,823,5.0
1699,7.0,824,3.0
1122,180.0,825,8.0
3099,4273.0,826,15.0
2027,700.0,827,12.0
864,104.0,828,7.0
1610,6571.0,829,16.0
2263,31.0,830,5.0
930,772.0,831,12.0
151,1.0,832,2.0
2082,58.0,833,6.0
1712,82.0,834,7.0
2165,262.0,835,9.0
202,301.0,836,10.0
1630,3759.0,837,15.0
2897,3566.0,838,15.0
1885,76.0,839,7.0
3256,20.0,840,4.0
1843,0.0,841,0.0
2010,0.0,842,0.0
1797,2.0,843,2.0
1141,42.0,844,5.0
1193,7.0,845,3.0
2156,106.0,846,7.0
1317,171.0,847,8.0
3061,134.0,848,8.0
1562,4750.0,849,16.0
2324,361.0,850,10.0
983,75.0,851,6.0
3402,107.0,852,7.0
1286,0.0,853,0.0
141,1.0,854,2.0
1008,0.0,855,0.0
312,1.0,856,2.0
1200,0.0,857,0.0
1422,0.0,858,0.0
2092,0.0,859,0.0
1741,0.0,860,0.0
2735,0.0,861,0.0
806,0.0,862,0.0
525,0.0,863,0.0
721,0.0,864,0.0
2167,0.0,865,0.0
92,0.0,866,0.0
2054,0.0,867,0.0
505,0.0,868,0.0
1936,0.0,869,0.0
1952,0.0,870,0.0
2302,0.0,871,0.0
1895,0.0,872,0.0
0,-1.0,873,-1.0
0,-1.0,874,-1.0
0,-1.0,875,-1.0
0,-1.0,876,-1.0
0,-1.0,877,-1.0
0,-1.0,878,-1.0
0,-1.0,879,-1.0
0,-1.0,880,-1.0
0,-1.0,881,-1.0
0,-1.0,882,-1.0
0,-1.0,883,-1.0
0,-1.0,884,-1.0
0,-1.0,885,-1.0
0,-1.0,886,-1.0
0,-1.0,887,-1.0
0,-1.0,888,-1.0
0,-1.0,889,-1.0
0,-1.0,890,-1.0
2066,1.0,891,2.0
1996,2.0,892,2.0
400,6.0,893,3.0
2933,14.0,894,4.0
1073,33.0,895,5.0
787,3319.0,896,15.0
845,248.0,897,9.0
287,636.0,898,12.0
2856,206.0,899,9.0
3372,30.0,900,5.0
3337,624.0,901,12.0
45,189.0,902,9.0
1121,45.0,903,6.0
1583,18.0,904,4.0
1204,186.0,905,9.0
2792,282.0,906,10.0
1560,119.0,907,7.0
2318,546.0,908,11.0
1047,10.0,909,4.0
2740,0.0,910,0.0
860,15.0,911,4.0
3092,48.0,912,6.0
3233,19.0,913,4.0
1821,70.0,914,6.0
405,39.0,915,5.0
338,33.0,916,5.0
3420,23928.0,917,18.0
1351,140.0,918,8.0
1437,91.0,919,7.0
69,22.0,920,4.0
1427,10.0,921,4.0
648,0.0,922,0.0
1369,2.0,923,2.0
2202,29.0,924,5.0
2578,6.0,925,3.0
501,33.0,926,5.0
1455,42.0,927,5.0
3395,334.0,928,10.0
2412,330.0,929,10.0
3098,25.0,930,5.0
1197,7.0,931,3.0
592,15.0,932,4.0
1028,1.0,933,2.0
2416,9.0,934,3.0
1978,6.0,935,3.0
596,1.0,936,2.0
2389,1.0,937,2.0
1893,2.0,938,2.0
2911,1.0,939,2.0
1239,1.0,940,2.0
2114,0.0,941,0.0
547,0.0,942,0.0
1977,0.0,943,0.0
2764,0.0,944,0.0
3340,0.0,945,0.0
253,851.0,946,12.0
2486,26.0,947,5.0
2009,0.0,948,0.0
66,0.0,949,0.0
485,0.0,950,0.0
1095,0.0,951,0.0
304,40.0,952,5.0
1423,16.0,953,4.0
2257,7.0,954,3.0
795,0.0,955,0.0
2084,21.0,956,4.0
1092,0.0,957,0.0
1258,0.0,958,0.0
0,-1.0,959,-1.0
0,-1.0,960,-1.0
0,-1.0,961,-1.0
0,-1.0,962,-1.0
0,-1.0,963,-1.0
0,-1.0,964,-1.0
0,-1.0,965,-1.0
0,-1.0,966,-1.0
0,-1.0,967,-1.0
0,-1.0,968,-1.0
0,-1.0,969,-1.0
0,-1.0,970,-1.0
0,-1.0,971,-1.0
3046,14.0,972,4.0
1908,5506.0,973,16.0
165,3815.0,974,15.0
1119,206.0,975,9.0
2266,5118.0,976,16.0
999,19800.0,977,18.0
788,1626.0,978,13.0
10,643.0,979,12.0
1662,52.0,980,6.0
3151,97.0,981,7.0
1458,4370.0,982,15.0
2576,1951.0,983,14.0
2795,385.0,984,10.0
1809,272.0,985,9.0
1448,391.0,986,10.0
2974,17.0,987,4.0
1037,82.0,988,7.0
179,70.0,989,6.0
2127,16.0,990,4.0
2625,5992.0,991,16.0
278,1060.0,992,13.0
1398,11.0,993,4.0
704,46.0,994,6.0
2928,145.0,995,8.0
3153,96.0,996,7.0
370,1875.0,997,14.0
2517,1212.0,998,13.0
40,3.0,999,3.0
2850,111.0,1000,7.0
2259,18.0,1001,4.0
3236,6.0,1002,3.0
3393,5.0,1003,3.0
1365,42.0,1004,5.0
1928,6.0,1005,3.0
3324,77.0,1006,7.0
3376,24.0,1007,5.0
1170,567.0,1008,11.0
2699,179.0,1009,8.0
2586,29.0,1010,5.0
2678,54.0,1011,6.0
301,61.0,1012,6.0
2840,18.0,1013,4.0
2106,25.0,1014,5.0
1776,8.0,1015,3.0
2238,0.0,1016,0.0
756,0.0,1017,0.0
3064,0.0,1018,0.0
3169,0.0,1019,0.0
3132,3.0,1020,3.0
2171,3.0,1021,3.0
974,3.0,1022,3.0
129,4.0,1023,3.0
