FishnetID,FishIdOri
0.0,259
0.0,260
0.0,261
0.0,262
0.0,263
0.0,264
0.0,265
0.0,266
0.0,267
0.0,268
0.0,269
1858.0,270
1651.0,271
3385.0,272
1360.0,273
2447.0,274
39.0,275
904.0,276
2076.0,277
3049.0,278
392.0,279
2454.0,280
2499.0,281
0.0,282
0.0,283
0.0,284
0.0,285
0.0,286
0.0,287
0.0,288
0.0,289
0.0,290
0.0,291
0.0,292
0.0,293
0.0,294
0.0,295
0.0,296
0.0,297
0.0,298
0.0,299
0.0,300
0.0,301
0.0,302
0.0,303
0.0,304
0.0,305
0.0,306
0.0,307
0.0,308
0.0,309
0.0,310
0.0,311
0.0,312
0.0,313
0.0,314
0.0,315
0.0,316
0.0,317
0.0,318
0.0,319
0.0,320
0.0,321
0.0,322
0.0,323
0.0,324
0.0,325
0.0,326
0.0,327
0.0,328
0.0,329
0.0,330
0.0,331
0.0,332
0.0,333
0.0,334
0.0,335
0.0,336
0.0,337
0.0,338
0.0,339
0.0,340
0.0,341
0.0,342
0.0,343
0.0,344
0.0,345
0.0,346
0.0,347
0.0,348
1707.0,349
1564.0,350
889.0,351
2550.0,352
14.0,353
1395.0,354
1597.0,355
3137.0,356
2710.0,357
1354.0,358
929.0,359
1440.0,360
1659.0,361
0.0,362
0.0,363
0.0,364
0.0,365
0.0,366
0.0,367
0.0,368
0.0,369
0.0,370
0.0,371
0.0,372
0.0,373
0.0,374
0.0,375
0.0,376
0.0,377
0.0,378
0.0,379
0.0,380
0.0,381
0.0,382
0.0,383
0.0,384
0.0,385
0.0,386
0.0,387
0.0,388
0.0,389
0.0,390
0.0,391
0.0,392
0.0,393
0.0,394
0.0,395
0.0,396
0.0,397
0.0,398
0.0,399
0.0,400
0.0,401
0.0,402
0.0,403
0.0,404
0.0,405
0.0,406
0.0,407
0.0,408
0.0,409
0.0,410
0.0,411
0.0,412
0.0,413
0.0,414
0.0,415
0.0,416
0.0,417
0.0,418
0.0,419
0.0,420
813.0,421
0.0,422
0.0,423
2157.0,424
1589.0,425
0.0,426
0.0,427
0.0,428
574.0,429
1111.0,430
475.0,431
720.0,432
3013.0,433
1542.0,434
1920.0,435
2128.0,436
1892.0,437
1158.0,438
2708.0,439
1655.0,440
209.0,441
1740.0,442
2316.0,443
0.0,444
0.0,445
0.0,446
0.0,447
0.0,448
0.0,449
0.0,450
0.0,451
0.0,452
0.0,453
0.0,454
0.0,455
0.0,456
0.0,457
0.0,458
0.0,459
0.0,460
0.0,461
0.0,462
0.0,463
0.0,464
0.0,465
0.0,466
0.0,467
0.0,468
0.0,469
0.0,470
0.0,471
0.0,472
0.0,473
0.0,474
0.0,475
0.0,476
0.0,477
0.0,478
0.0,479
0.0,480
0.0,481
0.0,482
0.0,483
0.0,484
0.0,485
0.0,486
0.0,487
0.0,488
0.0,489
0.0,490
0.0,491
0.0,492
0.0,493
0.0,494
0.0,495
0.0,496
0.0,497
0.0,498
0.0,499
106.0,500
224.0,501
384.0,502
1178.0,503
3029.0,504
3296.0,505
1065.0,506
2101.0,507
2848.0,508
51.0,509
2475.0,510
2044.0,511
1102.0,512
409.0,513
1099.0,514
1673.0,515
1366.0,516
1760.0,517
1463.0,518
3397.0,519
676.0,520
3141.0,521
3106.0,522
1132.0,523
1187.0,524
0.0,525
0.0,526
0.0,527
0.0,528
0.0,529
0.0,530
0.0,531
0.0,532
0.0,533
0.0,534
0.0,535
0.0,536
0.0,537
0.0,538
0.0,539
0.0,540
0.0,541
0.0,542
0.0,543
0.0,544
0.0,545
0.0,546
0.0,547
0.0,548
0.0,549
0.0,550
0.0,551
0.0,552
0.0,553
0.0,554
0.0,555
0.0,556
0.0,557
0.0,558
0.0,559
0.0,560
0.0,561
0.0,562
0.0,563
0.0,564
0.0,565
0.0,566
0.0,567
0.0,568
0.0,569
0.0,570
0.0,571
0.0,572
0.0,573
0.0,574
0.0,575
0.0,576
0.0,577
0.0,578
0.0,579
1377.0,580
404.0,581
3012.0,582
2719.0,583
1922.0,584
2629.0,585
1345.0,586
2746.0,587
464.0,588
3038.0,589
862.0,590
542.0,591
1506.0,592
3195.0,593
161.0,594
2667.0,595
2759.0,596
3307.0,597
905.0,598
1609.0,599
2258.0,600
1592.0,601
441.0,602
2344.0,603
2088.0,604
2166.0,605
3408.0,606
0.0,607
0.0,608
0.0,609
0.0,610
0.0,611
0.0,612
0.0,613
0.0,614
0.0,615
0.0,616
0.0,617
0.0,618
0.0,619
0.0,620
0.0,621
0.0,622
0.0,623
0.0,624
0.0,625
0.0,626
0.0,627
0.0,628
0.0,629
0.0,630
0.0,631
0.0,632
0.0,633
0.0,634
0.0,635
0.0,636
0.0,637
0.0,638
0.0,639
0.0,640
0.0,641
0.0,642
0.0,643
0.0,644
0.0,645
0.0,646
0.0,647
0.0,648
0.0,649
0.0,650
0.0,651
0.0,652
0.0,653
0.0,654
0.0,655
0.0,656
0.0,657
0.0,658
0.0,659
1557.0,660
143.0,661
924.0,662
893.0,663
174.0,664
2111.0,665
3006.0,666
1732.0,667
467.0,668
52.0,669
2123.0,670
1104.0,671
2201.0,672
3377.0,673
1292.0,674
2405.0,675
2919.0,676
2312.0,677
1994.0,678
1708.0,679
2449.0,680
1986.0,681
2846.0,682
1561.0,683
957.0,684
2855.0,685
484.0,686
3115.0,687
3320.0,688
48.0,689
0.0,690
0.0,691
0.0,692
0.0,693
0.0,694
0.0,695
0.0,696
0.0,697
0.0,698
0.0,699
0.0,700
0.0,701
0.0,702
0.0,703
0.0,704
0.0,705
0.0,706
0.0,707
0.0,708
0.0,709
0.0,710
0.0,711
0.0,712
0.0,713
0.0,714
0.0,715
0.0,716
0.0,717
0.0,718
0.0,719
0.0,720
0.0,721
0.0,722
0.0,723
0.0,724
0.0,725
0.0,726
0.0,727
0.0,728
0.0,729
3101.0,730
3215.0,731
1314.0,732
923.0,733
1543.0,734
3353.0,735
0.0,736
0.0,737
0.0,738
0.0,739
0.0,740
737.0,741
1420.0,742
2403.0,743
459.0,744
1525.0,745
1987.0,746
2859.0,747
1652.0,748
2983.0,749
1315.0,750
3020.0,751
992.0,752
3047.0,753
1595.0,754
2734.0,755
3097.0,756
695.0,757
1644.0,758
2731.0,759
1945.0,760
2489.0,761
1508.0,762
2223.0,763
3135.0,764
2909.0,765
1665.0,766
1083.0,767
2160.0,768
710.0,769
1320.0,770
818.0,771
0.0,772
0.0,773
0.0,774
0.0,775
0.0,776
0.0,777
0.0,778
0.0,779
0.0,780
0.0,781
0.0,782
0.0,783
0.0,784
0.0,785
0.0,786
0.0,787
0.0,788
0.0,789
0.0,790
0.0,791
0.0,792
0.0,793
0.0,794
0.0,795
0.0,796
0.0,797
0.0,798
0.0,799
0.0,800
0.0,801
0.0,802
0.0,803
0.0,804
0.0,805
0.0,806
0.0,807
0.0,808
0.0,809
2668.0,810
6.0,811
1069.0,812
2582.0,813
270.0,814
285.0,815
2730.0,816
1935.0,817
1836.0,818
0.0,819
408.0,820
3403.0,821
2018.0,822
1275.0,823
1699.0,824
1122.0,825
3099.0,826
2027.0,827
864.0,828
1610.0,829
2263.0,830
930.0,831
151.0,832
2082.0,833
1712.0,834
2165.0,835
202.0,836
1630.0,837
2897.0,838
1885.0,839
3256.0,840
1843.0,841
2010.0,842
1797.0,843
1141.0,844
1193.0,845
2156.0,846
1317.0,847
3061.0,848
1562.0,849
2324.0,850
983.0,851
3402.0,852
1286.0,853
141.0,854
1008.0,855
312.0,856
1200.0,857
1422.0,858
2092.0,859
1741.0,860
2735.0,861
806.0,862
525.0,863
721.0,864
2167.0,865
92.0,866
2054.0,867
505.0,868
1936.0,869
1952.0,870
2302.0,871
1895.0,872
0.0,873
0.0,874
0.0,875
0.0,876
0.0,877
0.0,878
0.0,879
0.0,880
0.0,881
0.0,882
0.0,883
0.0,884
0.0,885
0.0,886
0.0,887
0.0,888
0.0,889
0.0,890
2066.0,891
1996.0,892
400.0,893
2933.0,894
1073.0,895
787.0,896
845.0,897
287.0,898
2856.0,899
3372.0,900
3337.0,901
45.0,902
1121.0,903
1583.0,904
1204.0,905
2792.0,906
1560.0,907
2318.0,908
1047.0,909
2740.0,910
860.0,911
3092.0,912
3233.0,913
1821.0,914
405.0,915
338.0,916
3420.0,917
1351.0,918
1437.0,919
69.0,920
1427.0,921
648.0,922
1369.0,923
2202.0,924
2578.0,925
501.0,926
1455.0,927
3395.0,928
2412.0,929
3098.0,930
1197.0,931
592.0,932
1028.0,933
2416.0,934
1978.0,935
596.0,936
2389.0,937
1893.0,938
2911.0,939
1239.0,940
2114.0,941
547.0,942
1977.0,943
2764.0,944
3340.0,945
253.0,946
2486.0,947
2009.0,948
66.0,949
485.0,950
1095.0,951
304.0,952
1423.0,953
2257.0,954
795.0,955
2084.0,956
1092.0,957
1258.0,958
0.0,959
0.0,960
0.0,961
0.0,962
0.0,963
0.0,964
0.0,965
0.0,966
0.0,967
0.0,968
0.0,969
0.0,970
0.0,971
3046.0,972
1908.0,973
165.0,974
1119.0,975
2266.0,976
999.0,977
788.0,978
10.0,979
1662.0,980
3151.0,981
1458.0,982
2576.0,983
2795.0,984
1809.0,985
1448.0,986
2974.0,987
1037.0,988
179.0,989
2127.0,990
2625.0,991
278.0,992
1398.0,993
704.0,994
2928.0,995
3153.0,996
370.0,997
2517.0,998
40.0,999
2850.0,1000
2259.0,1001
3236.0,1002
3393.0,1003
1365.0,1004
1928.0,1005
3324.0,1006
3376.0,1007
1170.0,1008
2699.0,1009
2586.0,1010
2678.0,1011
301.0,1012
2840.0,1013
2106.0,1014
1776.0,1015
2238.0,1016
756.0,1017
3064.0,1018
3169.0,1019
3132.0,1020
2171.0,1021
974.0,1022
129.0,1023
2284.0,1024
3125.0,1025
3177.0,1026
1013.0,1027
3394.0,1028
1032.0,1029
931.0,1030
3022.0,1031
1436.0,1032
376.0,1033
3180.0,1034
2693.0,1035
160.0,1036
2544.0,1037
1016.0,1038
580.0,1039
0.0,1040
0.0,1041
0.0,1042
0.0,1043
0.0,1044
0.0,1045
0.0,1046
0.0,1047
0.0,1048
0.0,1049
2803.0,1050
728.0,1051
438.0,1052
2826.0,1053
1441.0,1054
2970.0,1055
3102.0,1056
1519.0,1057
219.0,1058
1386.0,1059
965.0,1060
233.0,1061
1787.0,1062
439.0,1063
1145.0,1064
3375.0,1065
1473.0,1066
1743.0,1067
1633.0,1068
3373.0,1069
2321.0,1070
1107.0,1071
2877.0,1072
2252.0,1073
1283.0,1074
552.0,1075
1036.0,1076
35.0,1077
2591.0,1078
1350.0,1079
1556.0,1080
2478.0,1081
2061.0,1082
1530.0,1083
3187.0,1084
1447.0,1085
2185.0,1086
323.0,1087
3030.0,1088
3291.0,1089
2310.0,1090
1390.0,1091
1171.0,1092
2441.0,1093
2724.0,1094
1847.0,1095
1703.0,1096
1389.0,1097
1230.0,1098
843.0,1099
3191.0,1100
581.0,1101
2890.0,1102
510.0,1103
1238.0,1104
2955.0,1105
1823.0,1106
2726.0,1107
1788.0,1108
3189.0,1109
1628.0,1110
2290.0,1111
2049.0,1112
3295.0,1113
20.0,1114
2197.0,1115
3100.0,1116
886.0,1117
765.0,1118
600.0,1119
201.0,1120
0.0,1121
0.0,1122
0.0,1123
0.0,1124
0.0,1125
0.0,1126
0.0,1127
0.0,1128
0.0,1129
350.0,1130
1442.0,1131
2952.0,1132
2806.0,1133
3113.0,1134
2673.0,1135
2308.0,1136
3219.0,1137
2516.0,1138
1471.0,1139
1930.0,1140
784.0,1141
2409.0,1142
2244.0,1143
290.0,1144
1756.0,1145
2963.0,1146
2815.0,1147
558.0,1148
218.0,1149
538.0,1150
3349.0,1151
184.0,1152
2401.0,1153
981.0,1154
3183.0,1155
109.0,1156
2221.0,1157
3068.0,1158
661.0,1159
634.0,1160
1450.0,1161
832.0,1162
565.0,1163
3070.0,1164
169.0,1165
1223.0,1166
13.0,1167
3265.0,1168
213.0,1169
115.0,1170
3085.0,1171
1451.0,1172
2636.0,1173
2075.0,1174
2004.0,1175
842.0,1176
3040.0,1177
500.0,1178
1839.0,1179
532.0,1180
836.0,1181
2513.0,1182
1276.0,1183
321.0,1184
205.0,1185
1512.0,1186
1841.0,1187
3080.0,1188
1750.0,1189
1690.0,1190
556.0,1191
2134.0,1192
274.0,1193
2562.0,1194
906.0,1195
805.0,1196
1018.0,1197
1264.0,1198
626.0,1199
686.0,1200
0.0,1201
0.0,1202
0.0,1203
0.0,1204
0.0,1205
0.0,1206
0.0,1207
0.0,1208
0.0,1209
0.0,1210
1115.0,1211
2876.0,1212
2377.0,1213
910.0,1214
349.0,1215
1507.0,1216
2477.0,1217
1731.0,1218
1413.0,1219
1598.0,1220
590.0,1221
2951.0,1222
2702.0,1223
2129.0,1224
279.0,1225
1954.0,1226
3105.0,1227
1474.0,1228
1896.0,1229
916.0,1230
424.0,1231
1660.0,1232
345.0,1233
794.0,1234
332.0,1235
335.0,1236
1281.0,1237
2801.0,1238
2100.0,1239
1719.0,1240
750.0,1241
2627.0,1242
1023.0,1243
3160.0,1244
2981.0,1245
2971.0,1246
519.0,1247
2722.0,1248
839.0,1249
53.0,1250
2605.0,1251
1164.0,1252
1515.0,1253
2821.0,1254
2461.0,1255
921.0,1256
2059.0,1257
2283.0,1258
2436.0,1259
3128.0,1260
2812.0,1261
2164.0,1262
2195.0,1263
1698.0,1264
3147.0,1265
745.0,1266
80.0,1267
1623.0,1268
1689.0,1269
2450.0,1270
1256.0,1271
1021.0,1272
1196.0,1273
3297.0,1274
84.0,1275
138.0,1276
2024.0,1277
11.0,1278
2782.0,1279
3117.0,1280
0.0,1281
0.0,1282
0.0,1283
0.0,1284
0.0,1285
0.0,1286
0.0,1287
0.0,1288
0.0,1289
0.0,1290
2756.0,1291
1723.0,1292
1950.0,1293
2339.0,1294
1081.0,1295
241.0,1296
1015.0,1297
1330.0,1298
2647.0,1299
451.0,1300
76.0,1301
2577.0,1302
418.0,1303
2797.0,1304
660.0,1305
2384.0,1306
2269.0,1307
672.0,1308
2527.0,1309
3374.0,1310
2581.0,1311
3142.0,1312
3065.0,1313
264.0,1314
2567.0,1315
1215.0,1316
1409.0,1317
3258.0,1318
757.0,1319
871.0,1320
2426.0,1321
154.0,1322
1460.0,1323
2585.0,1324
826.0,1325
1726.0,1326
2070.0,1327
3129.0,1328
3275.0,1329
2375.0,1330
3176.0,1331
2471.0,1332
2005.0,1333
2888.0,1334
3091.0,1335
993.0,1336
1721.0,1337
2278.0,1338
2346.0,1339
2230.0,1340
2857.0,1341
2014.0,1342
237.0,1343
1308.0,1344
1925.0,1345
2466.0,1346
2520.0,1347
2539.0,1348
1710.0,1349
1282.0,1350
3252.0,1351
1487.0,1352
2663.0,1353
1783.0,1354
3104.0,1355
2953.0,1356
3285.0,1357
29.0,1358
2733.0,1359
3399.0,1360
0.0,1361
0.0,1362
0.0,1363
0.0,1364
0.0,1365
0.0,1366
0.0,1367
0.0,1368
0.0,1369
1513.0,1370
1547.0,1371
873.0,1372
903.0,1373
528.0,1374
2816.0,1375
3213.0,1376
1966.0,1377
2333.0,1378
851.0,1379
236.0,1380
371.0,1381
3336.0,1382
248.0,1383
861.0,1384
989.0,1385
2648.0,1386
2661.0,1387
1150.0,1388
956.0,1389
1910.0,1390
1173.0,1391
3364.0,1392
671.0,1393
2325.0,1394
1179.0,1395
167.0,1396
758.0,1397
2994.0,1398
3416.0,1399
2327.0,1400
180.0,1401
2036.0,1402
598.0,1403
2752.0,1404
2300.0,1405
3167.0,1406
2421.0,1407
313.0,1408
1765.0,1409
1894.0,1410
881.0,1411
2007.0,1412
1407.0,1413
2684.0,1414
3228.0,1415
1353.0,1416
3277.0,1417
1771.0,1418
3310.0,1419
1591.0,1420
373.0,1421
1618.0,1422
636.0,1423
2074.0,1424
2863.0,1425
2712.0,1426
47.0,1427
933.0,1428
1469.0,1429
56.0,1430
1887.0,1431
2925.0,1432
2916.0,1433
2682.0,1434
1739.0,1435
1649.0,1436
3347.0,1437
2182.0,1438
1059.0,1439
919.0,1440
0.0,1441
0.0,1442
0.0,1443
0.0,1444
0.0,1445
0.0,1446
0.0,1447
0.0,1448
0.0,1449
2868.0,1450
650.0,1451
985.0,1452
526.0,1453
187.0,1454
2692.0,1455
628.0,1456
2035.0,1457
3149.0,1458
216.0,1459
269.0,1460
362.0,1461
148.0,1462
1066.0,1463
1552.0,1464
1902.0,1465
2727.0,1466
1166.0,1467
4.0,1468
798.0,1469
1328.0,1470
3238.0,1471
1773.0,1472
550.0,1473
134.0,1474
434.0,1475
877.0,1476
1237.0,1477
627.0,1478
328.0,1479
748.0,1480
2716.0,1481
2276.0,1482
2323.0,1483
2587.0,1484
3205.0,1485
1242.0,1486
113.0,1487
396.0,1488
2042.0,1489
988.0,1490
2430.0,1491
1434.0,1492
548.0,1493
1048.0,1494
178.0,1495
2117.0,1496
246.0,1497
2151.0,1498
2490.0,1499
2078.0,1500
2103.0,1501
183.0,1502
2053.0,1503
1761.0,1504
452.0,1505
3130.0,1506
1089.0,1507
2299.0,1508
2817.0,1509
367.0,1510
437.0,1511
1522.0,1512
764.0,1513
1694.0,1514
1848.0,1515
2906.0,1516
620.0,1517
3204.0,1518
867.0,1519
1456.0,1520
0.0,1521
0.0,1522
0.0,1523
0.0,1524
0.0,1525
0.0,1526
0.0,1527
0.0,1528
0.0,1529
1416.0,1530
465.0,1531
1316.0,1532
2845.0,1533
2456.0,1534
2717.0,1535
2214.0,1536
1393.0,1537
2194.0,1538
1057.0,1539
3018.0,1540
2096.0,1541
618.0,1542
529.0,1543
3193.0,1544
2552.0,1545
1715.0,1546
828.0,1547
2584.0,1548
2368.0,1549
1570.0,1550
2514.0,1551
1031.0,1552
1657.0,1553
557.0,1554
1277.0,1555
28.0,1556
1118.0,1557
786.0,1558
3322.0,1559
2903.0,1560
2626.0,1561
325.0,1562
77.0,1563
2198.0,1564
2607.0,1565
2261.0,1566
576.0,1567
1172.0,1568
2847.0,1569
1766.0,1570
2908.0,1571
2535.0,1572
98.0,1573
1324.0,1574
1802.0,1575
2707.0,1576
1403.0,1577
2069.0,1578
2706.0,1579
118.0,1580
2837.0,1581
658.0,1582
444.0,1583
2304.0,1584
17.0,1585
1969.0,1586
1798.0,1587
3299.0,1588
2992.0,1589
83.0,1590
75.0,1591
1024.0,1592
2360.0,1593
3002.0,1594
2387.0,1595
1876.0,1596
378.0,1597
1565.0,1598
2371.0,1599
583.0,1600
0.0,1601
0.0,1602
0.0,1603
0.0,1604
0.0,1605
0.0,1606
0.0,1607
0.0,1608
0.0,1609
0.0,1610
2087.0,1611
116.0,1612
2196.0,1613
25.0,1614
568.0,1615
2873.0,1616
1898.0,1617
3282.0,1618
1888.0,1619
2645.0,1620
2616.0,1621
1429.0,1622
1778.0,1623
2012.0,1624
879.0,1625
651.0,1626
3110.0,1627
1704.0,1628
1921.0,1629
1467.0,1630
1190.0,1631
1125.0,1632
1666.0,1633
468.0,1634
1240.0,1635
3243.0,1636
1638.0,1637
3196.0,1638
251.0,1639
1804.0,1640
2385.0,1641
2272.0,1642
1816.0,1643
2524.0,1644
2233.0,1645
3357.0,1646
1476.0,1647
1162.0,1648
517.0,1649
1466.0,1650
2945.0,1651
1113.0,1652
491.0,1653
868.0,1654
731.0,1655
3335.0,1656
2827.0,1657
1599.0,1658
1358.0,1659
1990.0,1660
776.0,1661
1831.0,1662
2189.0,1663
1472.0,1664
1274.0,1665
259.0,1666
2820.0,1667
2566.0,1668
3245.0,1669
1764.0,1670
2677.0,1671
954.0,1672
918.0,1673
2644.0,1674
2046.0,1675
3062.0,1676
252.0,1677
3107.0,1678
15.0,1679
3306.0,1680
0.0,1681
0.0,1682
0.0,1683
0.0,1684
0.0,1685
0.0,1686
0.0,1687
0.0,1688
0.0,1689
2395.0,1690
71.0,1691
2422.0,1692
691.0,1693
142.0,1694
22.0,1695
2292.0,1696
2033.0,1697
1202.0,1698
2215.0,1699
1493.0,1700
938.0,1701
2786.0,1702
12.0,1703
779.0,1704
3034.0,1705
911.0,1706
1683.0,1707
1387.0,1708
2613.0,1709
1496.0,1710
1482.0,1711
2241.0,1712
2532.0,1713
1820.0,1714
878.0,1715
506.0,1716
3011.0,1717
2247.0,1718
2120.0,1719
431.0,1720
1684.0,1721
2861.0,1722
536.0,1723
2882.0,1724
1235.0,1725
2521.0,1726
87.0,1727
1745.0,1728
3278.0,1729
347.0,1730
1617.0,1731
2119.0,1732
3170.0,1733
1418.0,1734
436.0,1735
2655.0,1736
3001.0,1737
2575.0,1738
2207.0,1739
986.0,1740
740.0,1741
1664.0,1742
1554.0,1743
1053.0,1744
827.0,1745
622.0,1746
240.0,1747
474.0,1748
2954.0,1749
460.0,1750
2067.0,1751
1529.0,1752
3071.0,1753
322.0,1754
1250.0,1755
1907.0,1756
3124.0,1757
2604.0,1758
2989.0,1759
1867.0,1760
0.0,1761
0.0,1762
2551.0,1763
3201.0,1764
513.0,1765
2656.0,1766
2136.0,1767
1147.0,1768
1613.0,1769
3010.0,1770
994.0,1771
2852.0,1772
2913.0,1773
1029.0,1774
2528.0,1775
2246.0,1776
3359.0,1777
2615.0,1778
212.0,1779
2737.0,1780
2878.0,1781
1321.0,1782
3304.0,1783
3076.0,1784
3208.0,1785
1799.0,1786
1827.0,1787
3154.0,1788
2268.0,1789
1234.0,1790
3280.0,1791
1983.0,1792
1248.0,1793
2452.0,1794
271.0,1795
1367.0,1796
1517.0,1797
1803.0,1798
2889.0,1799
820.0,1800
1825.0,1801
2743.0,1802
754.0,1803
3286.0,1804
107.0,1805
1043.0,1806
1808.0,1807
717.0,1808
593.0,1809
1837.0,1810
101.0,1811
1373.0,1812
1785.0,1813
482.0,1814
2548.0,1815
1498.0,1816
488.0,1817
238.0,1818
2191.0,1819
1691.0,1820
244.0,1821
2624.0,1822
266.0,1823
1443.0,1824
769.0,1825
2056.0,1826
643.0,1827
1412.0,1828
2275.0,1829
3332.0,1830
2618.0,1831
243.0,1832
3232.0,1833
1650.0,1834
3179.0,1835
1503.0,1836
2886.0,1837
1645.0,1838
1344.0,1839
0.0,1840
0.0,1841
0.0,1842
3388.0,1843
2653.0,1844
1942.0,1845
783.0,1846
3114.0,1847
2226.0,1848
3410.0,1849
2683.0,1850
1168.0,1851
2473.0,1852
1781.0,1853
803.0,1854
976.0,1855
1485.0,1856
1211.0,1857
2774.0,1858
260.0,1859
2972.0,1860
1252.0,1861
41.0,1862
2564.0,1863
1026.0,1864
3059.0,1865
734.0,1866
1865.0,1867
1932.0,1868
2501.0,1869
3404.0,1870
1241.0,1871
1185.0,1872
121.0,1873
8.0,1874
751.0,1875
516.0,1876
856.0,1877
3052.0,1878
714.0,1879
2611.0,1880
802.0,1881
2666.0,1882
2622.0,1883
1869.0,1884
1510.0,1885
3234.0,1886
1903.0,1887
2045.0,1888
289.0,1889
1511.0,1890
1918.0,1891
198.0,1892
2183.0,1893
3281.0,1894
2529.0,1895
2077.0,1896
1042.0,1897
1824.0,1898
1449.0,1899
1254.0,1900
2305.0,1901
858.0,1902
670.0,1903
2781.0,1904
3313.0,1905
5.0,1906
427.0,1907
1497.0,1908
2729.0,1909
2988.0,1910
163.0,1911
3311.0,1912
1868.0,1913
2099.0,1914
157.0,1915
1537.0,1916
3023.0,1917
2498.0,1918
0.0,1919
0.0,1920
0.0,1921
0.0,1922
1222.0,1923
1551.0,1924
3192.0,1925
494.0,1926
3166.0,1927
2402.0,1928
3178.0,1929
829.0,1930
2211.0,1931
2023.0,1932
3184.0,1933
571.0,1934
3222.0,1935
2348.0,1936
1916.0,1937
2338.0,1938
2580.0,1939
3303.0,1940
2679.0,1941
2762.0,1942
3025.0,1943
1304.0,1944
2068.0,1945
222.0,1946
1175.0,1947
1078.0,1948
1619.0,1949
1419.0,1950
1569.0,1951
2637.0,1952
2571.0,1953
609.0,1954
2896.0,1955
3063.0,1956
19.0,1957
2016.0,1958
2150.0,1959
470.0,1960
2231.0,1961
1160.0,1962
2253.0,1963
3159.0,1964
1985.0,1965
1702.0,1966
382.0,1967
2811.0,1968
1212.0,1969
1607.0,1970
1800.0,1971
2898.0,1972
2940.0,1973
1363.0,1974
887.0,1975
682.0,1976
951.0,1977
433.0,1978
3216.0,1979
3156.0,1980
96.0,1981
1883.0,1982
1159.0,1983
3301.0,1984
1486.0,1985
363.0,1986
897.0,1987
3140.0,1988
1973.0,1989
1596.0,1990
1575.0,1991
1742.0,1992
1079.0,1993
3082.0,1994
450.0,1995
1346.0,1996
2415.0,1997
3199.0,1998
0.0,1999
0.0,2000
0.0,2001
0.0,2002
544.0,2003
2662.0,2004
1606.0,2005
1730.0,2006
1133.0,2007
1038.0,2008
2206.0,2009
